,Comunicacao,Criticidade,Reflexao,NOME_CURSO
1135,6,6,6,Engenharia de Alimentos
1136,5,5,6,Engenharia de Alimentos
1137,5,5,5,Engenharia de Alimentos
1138,6,6,4,Engenharia de Alimentos
1139,5,6,5,Engenharia de Alimentos
1140,6,6,6,Engenharia de Alimentos
1141,5,5,6,Engenharia de Alimentos
1142,6,6,6,Engenharia de Alimentos
1143,6,6,6,Engenharia de Alimentos
1144,6,6,6,Engenharia de Alimentos
1145,6,5,5,Engenharia de Alimentos
1146,5,6,6,Engenharia de Alimentos
1147,6,4,4,Engenharia de Alimentos
1148,6,5,5,Engenharia de Alimentos
1149,3,5,5,Engenharia de Alimentos
1150,6,6,6,Engenharia de Alimentos
1151,6,6,6,Engenharia de Alimentos
1152,5,5,5,Engenharia de Alimentos
1153,6,6,6,Engenharia de Alimentos
1154,6,6,6,Engenharia de Alimentos
1155,6,6,6,Engenharia de Alimentos
1156,5,4,5,Engenharia de Alimentos
1157,6,5,6,Engenharia de Alimentos
1158,5,5,6,Engenharia de Alimentos
1159,5,6,6,Engenharia de Alimentos
1160,6,6,6,Engenharia de Alimentos
1161,6,5,5,Engenharia de Alimentos
1162,6,6,6,Engenharia de Alimentos
1163,6,6,6,Engenharia de Alimentos
1164,5,5,5,Engenharia de Alimentos
1165,6,6,6,Engenharia de Alimentos
1166,6,6,6,Engenharia de Alimentos
1167,6,6,6,Engenharia de Alimentos
1168,5,6,6,Engenharia de Alimentos
1169,6,4,5,Engenharia de Alimentos
1170,6,6,6,Engenharia
1171,6,5,5,Engenharia
1172,6,5,4,Engenharia
1173,NA,NA,NA,Engenharia
1174,6,6,6,Engenharia
1175,5,4,NA,Engenharia
1176,6,5,6,Engenharia
1177,4,3,6,Engenharia
1178,6,6,6,Engenharia
1179,NA,NA,NA,Engenharia
1180,5,4,5,Engenharia
1181,4,4,5,Engenharia
1182,5,4,5,Engenharia
1183,6,6,6,Engenharia
1184,5,4,6,Engenharia
1185,1,1,1,Engenharia
1186,6,4,6,Engenharia
1187,6,5,6,Engenharia
1188,1,1,6,Engenharia
1189,6,5,6,Engenharia
1190,6,5,6,Engenharia
1191,6,6,5,Engenharia
1192,6,2,5,Engenharia
1193,6,6,6,Engenharia
1194,5,5,5,Engenharia
1195,5,3,5,Engenharia
1196,5,NA,4,Engenharia
1197,6,5,6,Engenharia
1198,6,6,6,Engenharia
1199,4,3,3,Engenharia
1200,5,4,5,Engenharia
1201,6,6,6,Engenharia
1202,4,5,5,Música (Licenciatura)
1203,6,6,6,Música (Licenciatura)
1204,5,4,4,Música (Licenciatura)
1205,6,6,6,Música (Licenciatura)
1206,6,6,6,Música (Licenciatura)
1207,6,5,5,Música (Licenciatura)
1208,6,6,6,Música (Licenciatura)
1209,4,3,3,Música (Licenciatura)
1210,5,6,5,Música (Licenciatura)
1211,5,5,5,Música (Licenciatura)
1212,5,5,6,Música (Licenciatura)
1213,6,6,6,Música (Licenciatura)
1214,6,6,6,Música (Licenciatura)
1215,4,4,4,Música (Licenciatura)
1216,5,4,5,Música (Licenciatura)
1217,3,6,5,Música (Licenciatura)
1218,4,6,6,Música (Licenciatura)
1219,6,6,6,Música (Licenciatura)
1220,5,6,6,Música (Licenciatura)
1221,5,5,5,Geografia (Licenciatura)
1222,6,6,5,Geografia (Licenciatura)
1223,5,5,4,Geografia (Licenciatura)
1224,6,6,6,Geografia (Licenciatura)
1225,6,6,6,Geografia (Licenciatura)
1226,6,6,6,Geografia (Licenciatura)
1227,6,6,6,Geografia (Licenciatura)
1228,5,6,6,Geografia (Licenciatura)
1229,6,6,5,Geografia (Licenciatura)
1230,5,6,6,Geografia (Licenciatura)
1231,6,4,4,Geografia (Licenciatura)
1232,5,6,6,Geografia (Licenciatura)
1233,6,6,5,Geografia (Licenciatura)
1234,6,5,4,Geografia (Licenciatura)
1235,6,6,6,Geografia (Licenciatura)
1236,5,5,5,Geografia (Licenciatura)
1237,6,6,6,Geografia (Licenciatura)
1238,5,6,5,Geografia (Licenciatura)
1239,6,6,6,Geografia (Licenciatura)
1240,5,6,6,Geografia (Licenciatura)
1241,6,5,5,Geografia (Licenciatura)
1242,4,6,5,Geografia (Licenciatura)
1243,6,6,6,Geografia (Licenciatura)
1244,6,6,6,Geografia (Licenciatura)
1245,6,6,6,Geografia (Licenciatura)
1246,6,6,6,Geografia (Licenciatura)
1247,6,5,5,Geografia (Licenciatura)
1248,6,5,6,Geografia (Licenciatura)
1249,6,5,5,Geografia (Licenciatura)
1250,5,6,6,Geografia (Licenciatura)
1251,5,6,6,Geografia (Licenciatura)
1252,3,5,6,Geografia (Licenciatura)
1253,4,5,5,Geografia (Licenciatura)
1254,6,6,6,Geografia (Licenciatura)
1255,6,6,6,Geografia (Licenciatura)
1256,6,6,6,Geografia (Licenciatura)
1257,6,6,6,Geografia (Licenciatura)
1258,5,6,6,Geografia (Licenciatura)
1259,5,6,4,Geografia (Licenciatura)
1260,6,6,6,Geografia (Licenciatura)
1261,4,6,6,Geografia (Licenciatura)
1262,6,6,6,Geografia (Licenciatura)
1263,6,6,5,Geografia (Licenciatura)
1264,6,5,5,Geografia (Licenciatura)
1265,6,6,6,Geografia (Licenciatura)
1266,5,6,6,Geografia (Licenciatura)
1267,4,5,4,Geografia (Licenciatura)
1268,5,5,6,Geografia (Licenciatura)
1269,2,2,2,Geografia (Licenciatura)
1270,6,6,6,Geografia (Licenciatura)
1271,6,6,6,Geografia (Licenciatura)
1272,5,5,5,Geografia (Licenciatura)
1273,5,6,6,Geografia (Licenciatura)
1274,5,5,4,Geografia (Licenciatura)
1275,4,4,5,Geografia (Licenciatura)
1276,6,6,6,Geografia (Licenciatura)
1277,5,5,6,Geografia (Licenciatura)
1278,NA,NA,NA,Geografia (Licenciatura)
1279,5,6,5,Geografia (Licenciatura)
1280,6,6,6,Geografia (Licenciatura)
1281,4,4,4,Geografia (Licenciatura)
1282,5,3,5,Geografia (Licenciatura)
1283,4,5,5,Geografia (Licenciatura)
1284,4,6,6,Filosofia (Bacharelado)
1285,3,5,5,Filosofia (Bacharelado)
1286,NA,NA,NA,Filosofia (Licenciatura)
1287,6,6,6,Filosofia (Licenciatura)
1288,6,6,6,Filosofia (Licenciatura)
1289,6,6,6,Filosofia (Licenciatura)
1290,6,6,6,Filosofia (Licenciatura)
1291,2,5,2,Ciências Sociais (Bacharelado)
1292,5,6,6,Ciências Sociais (Bacharelado)
1293,6,6,6,Ciências Sociais (Bacharelado)
1294,4,6,6,Ciências Sociais (Bacharelado)
1295,6,6,6,Ciências Sociais (Bacharelado)
1296,6,6,6,Ciências Sociais (Bacharelado)
1297,6,6,6,Ciências Sociais (Bacharelado)
1298,6,6,6,Matemática (Bacharelado)
1299,5,1,4,Matemática (Bacharelado)
1300,6,6,6,Matemática (Bacharelado)
1301,6,6,6,Matemática (Bacharelado)
1302,NA,NA,6,Física (Bacharelado)
1303,NA,NA,1,Física (Bacharelado)
1304,5,4,5,Física (Bacharelado)
1305,6,3,6,Física (Bacharelado)
1306,4,1,1,Física (Bacharelado)
1307,5,4,4,Engenharia
1308,4,4,5,Engenharia
1309,6,6,6,Engenharia
1310,5,5,5,Engenharia
1311,6,6,6,Engenharia
1312,6,5,6,Engenharia
1313,6,6,6,Engenharia
1314,6,6,6,Engenharia
1315,6,6,6,Engenharia
1316,6,6,5,Engenharia
1317,5,6,5,Engenharia
1318,6,6,6,Engenharia
1319,6,6,6,Engenharia
1320,5,5,5,Engenharia
1321,5,6,5,Engenharia
1322,5,5,5,Engenharia
1323,2,3,3,Engenharia
1324,5,4,5,Engenharia
1325,6,4,4,Engenharia
1326,4,5,5,Engenharia
1327,6,6,5,Engenharia
1328,5,5,5,Engenharia
1329,5,NA,5,Engenharia
1330,6,6,6,Engenharia
1331,5,6,6,Engenharia
1332,5,6,5,Engenharia
1333,4,4,3,Engenharia
1334,5,6,6,Engenharia
1335,2,5,5,Engenharia
1336,5,5,5,Engenharia
1337,6,6,6,Engenharia
1338,6,6,6,Engenharia
1339,5,6,5,Engenharia
1340,5,6,6,Engenharia
1341,6,4,6,Engenharia
1342,6,6,6,Engenharia
1343,4,5,5,Engenharia
1344,6,4,5,Engenharia
1345,5,5,4,Engenharia
1346,4,6,6,Engenharia
1347,6,6,6,Engenharia
1348,6,6,6,Engenharia
1349,6,6,6,Engenharia
1350,6,6,6,Engenharia
1351,6,5,5,Engenharia
1352,NA,6,6,Engenharia de Produção
1353,5,5,5,Engenharia de Produção
1354,6,3,3,Engenharia de Produção
1355,5,6,5,Engenharia de Produção
1356,5,4,4,Engenharia de Produção
1357,NA,NA,NA,Engenharia de Produção
1358,6,6,6,Engenharia de Produção
1359,3,4,4,Engenharia de Produção
1360,5,4,4,Engenharia de Produção
1361,3,3,3,Engenharia de Produção
1362,5,6,4,Engenharia de Produção
1363,5,3,4,Engenharia de Produção
1364,5,3,5,Engenharia de Produção
1365,6,6,6,Engenharia de Produção
1366,4,5,5,Engenharia de Produção
1367,5,3,5,Engenharia de Produção
1368,4,6,6,Engenharia de Produção
1369,6,5,5,Engenharia de Produção
1370,NA,NA,NA,Engenharia de Produção
1371,5,5,5,Engenharia de Produção
1372,6,5,6,Engenharia de Produção
1373,NA,NA,NA,Engenharia de Produção
1374,5,3,4,Engenharia de Produção
1375,3,3,4,Engenharia de Produção
1376,5,5,5,Engenharia de Produção
1377,5,5,6,Engenharia de Produção
1378,4,5,5,Engenharia de Produção
1379,NA,NA,NA,Engenharia de Produção
1380,6,6,6,Engenharia de Produção
1381,NA,NA,NA,Engenharia de Produção
1382,6,6,6,Engenharia de Produção
1383,6,5,6,Engenharia de Produção
1384,NA,NA,NA,Engenharia de Produção
1385,6,6,5,Ciências Sociais (Licenciatura)
1386,6,5,6,Ciências Sociais (Licenciatura)
1387,6,6,6,Ciências Sociais (Licenciatura)
1388,6,6,6,Ciências Sociais (Licenciatura)
1389,6,6,6,Ciências Sociais (Licenciatura)
1390,6,6,6,Ciências Sociais (Licenciatura)
1391,5,6,6,Ciências Sociais (Licenciatura)
1392,6,5,6,Ciências Sociais (Licenciatura)
1393,5,5,5,Ciências Sociais (Licenciatura)
1394,6,6,6,Ciências Sociais (Licenciatura)
1395,6,5,6,Ciências Sociais (Licenciatura)
1396,6,6,6,Ciências Sociais (Licenciatura)
1397,6,6,5,Ciências Sociais (Licenciatura)
1398,NA,NA,NA,Ciências Sociais (Licenciatura)
1399,6,6,5,Ciências Sociais (Licenciatura)
1400,6,6,6,Ciências Sociais (Licenciatura)
1401,6,6,6,Ciências Sociais (Licenciatura)
1402,6,6,6,Ciências Sociais (Licenciatura)
1403,6,6,6,Ciências Sociais (Licenciatura)
1404,1,1,1,Ciências Sociais (Licenciatura)
1405,6,6,6,Ciências Sociais (Licenciatura)
1406,6,6,6,Ciências Sociais (Licenciatura)
1407,6,6,6,Ciências Sociais (Licenciatura)
1408,6,6,6,Ciências Sociais (Licenciatura)
1409,6,6,6,Ciências Sociais (Licenciatura)
1410,6,6,6,Ciências Sociais (Licenciatura)
1411,NA,NA,NA,Ciências Sociais (Licenciatura)
1412,5,5,5,Ciências Sociais (Licenciatura)
1413,5,6,6,Ciências Sociais (Licenciatura)
1414,6,6,6,Ciências Sociais (Licenciatura)
1415,6,6,6,Ciências Sociais (Licenciatura)
1416,6,6,6,Ciências Sociais (Licenciatura)
1417,6,5,6,Ciências Sociais (Licenciatura)
1418,6,6,6,Ciências Sociais (Licenciatura)
1419,3,6,6,Ciências Sociais (Licenciatura)
1420,6,6,6,Ciências Sociais (Licenciatura)
1421,5,6,6,Ciências Sociais (Licenciatura)
1422,6,6,6,Ciências Sociais (Licenciatura)
1423,6,6,6,Ciências Sociais (Licenciatura)
1424,6,5,5,Ciências Sociais (Licenciatura)
1425,6,6,6,Ciências Sociais (Licenciatura)
1426,5,6,6,Ciências Sociais (Licenciatura)
1427,4,5,6,Ciências Sociais (Licenciatura)
1428,6,6,6,Ciências Sociais (Licenciatura)
1429,5,5,3,Ciências Sociais (Licenciatura)
1430,6,5,6,Ciências Sociais (Licenciatura)
1431,5,6,5,Ciências Sociais (Licenciatura)
1432,6,6,6,Ciências Sociais (Licenciatura)
1433,4,5,4,Ciências Sociais (Licenciatura)
1434,6,6,6,Arquitetura e Urbanismo
1435,5,6,6,Arquitetura e Urbanismo
1436,5,4,5,Arquitetura e Urbanismo
1437,5,5,5,Arquitetura e Urbanismo
1438,6,6,6,Arquitetura e Urbanismo
1439,5,5,5,Arquitetura e Urbanismo
1440,5,6,5,Arquitetura e Urbanismo
1441,6,6,6,Arquitetura e Urbanismo
1442,6,6,6,Arquitetura e Urbanismo
1443,6,6,6,Arquitetura e Urbanismo
1444,5,5,6,Arquitetura e Urbanismo
1445,6,4,6,Arquitetura e Urbanismo
1446,6,5,5,Arquitetura e Urbanismo
1447,6,6,6,Arquitetura e Urbanismo
1448,6,6,6,Arquitetura e Urbanismo
1449,6,6,5,Arquitetura e Urbanismo
1450,6,6,6,Arquitetura e Urbanismo
1451,3,4,4,Arquitetura e Urbanismo
1452,4,5,5,Arquitetura e Urbanismo
1453,6,6,6,Arquitetura e Urbanismo
1454,5,6,6,Arquitetura e Urbanismo
1455,6,6,6,Arquitetura e Urbanismo
1456,6,5,5,Arquitetura e Urbanismo
1457,6,6,6,Arquitetura e Urbanismo
1458,6,6,6,Arquitetura e Urbanismo
1459,6,6,6,Arquitetura e Urbanismo
1460,6,6,6,Arquitetura e Urbanismo
1461,6,5,6,Arquitetura e Urbanismo
1462,5,5,5,Arquitetura e Urbanismo
1463,6,6,5,Arquitetura e Urbanismo
1464,6,6,6,Arquitetura e Urbanismo
1465,5,6,6,Arquitetura e Urbanismo
1466,6,6,6,Arquitetura e Urbanismo
1467,5,6,6,Arquitetura e Urbanismo
1468,4,6,6,Arquitetura e Urbanismo
1469,6,5,6,Arquitetura e Urbanismo
1470,6,6,6,Arquitetura e Urbanismo
1471,6,6,6,Arquitetura e Urbanismo
1472,4,5,5,Arquitetura e Urbanismo
1473,5,5,5,Arquitetura e Urbanismo
1474,5,6,6,Arquitetura e Urbanismo
1475,5,5,5,Arquitetura e Urbanismo
1476,5,6,6,Arquitetura e Urbanismo
1477,5,6,5,Arquitetura e Urbanismo
1478,5,5,6,Arquitetura e Urbanismo
1479,4,3,2,Arquitetura e Urbanismo
1480,6,6,6,Arquitetura e Urbanismo
1481,4,1,1,Arquitetura e Urbanismo
1482,5,6,5,Arquitetura e Urbanismo
1483,6,5,6,Matemática (Licenciatura)
1484,6,6,6,Matemática (Licenciatura)
1485,6,NA,6,Matemática (Licenciatura)
1486,5,3,4,Matemática (Licenciatura)
1487,5,5,5,Matemática (Licenciatura)
1488,4,5,6,Matemática (Licenciatura)
1489,6,6,6,Matemática (Licenciatura)
1490,6,6,6,Matemática (Licenciatura)
1491,6,6,6,Matemática (Licenciatura)
1492,6,4,6,Matemática (Licenciatura)
1493,5,5,5,Matemática (Licenciatura)
1494,6,5,5,Matemática (Licenciatura)
1495,6,6,6,Matemática (Licenciatura)
1496,2,2,1,Matemática (Licenciatura)
1497,5,5,6,Matemática (Licenciatura)
1498,4,4,6,Matemática (Licenciatura)
1499,6,6,6,Matemática (Licenciatura)
1500,6,6,6,Matemática (Licenciatura)
1501,6,2,5,Química (Licenciatura)
1502,5,5,5,Química (Licenciatura)
1503,5,5,5,Química (Licenciatura)
1504,5,5,5,Química (Licenciatura)
1505,6,6,6,Química (Licenciatura)
1506,4,5,4,Química (Licenciatura)
1507,5,5,5,Química (Licenciatura)
1508,6,6,6,Química (Licenciatura)
1509,6,6,6,Química (Licenciatura)
1510,5,5,5,Química (Licenciatura)
1511,5,5,5,Química (Licenciatura)
1512,5,6,6,Química (Licenciatura)
1513,6,6,6,Química (Licenciatura)
1514,6,6,6,Química (Licenciatura)
1515,5,5,5,Química (Licenciatura)
1516,6,6,6,Química (Licenciatura)
1517,6,6,6,Química (Licenciatura)
1518,6,6,6,Química (Licenciatura)
1519,5,6,6,Química (Licenciatura)
1520,4,3,3,Química (Licenciatura)
1521,6,6,6,Química (Licenciatura)
1522,4,5,5,Química (Licenciatura)
1523,6,6,6,Química (Licenciatura)
1524,5,6,6,Química (Licenciatura)
1525,6,6,6,Química (Licenciatura)
1526,6,5,6,Química (Licenciatura)
1527,5,5,5,Química (Licenciatura)
1528,6,6,6,Química (Licenciatura)
1529,6,6,6,Química (Licenciatura)
1530,3,1,2,Química (Licenciatura)
1531,6,6,6,Química (Licenciatura)
1532,6,6,6,Química (Licenciatura)
1533,6,6,6,Química (Licenciatura)
1534,4,4,4,Ciências Biológicas (Licenciatura)
1535,NA,NA,NA,Ciências Biológicas (Licenciatura)
1536,6,6,6,Ciências Biológicas (Licenciatura)
1537,6,6,6,Ciências Biológicas (Licenciatura)
1538,6,6,5,Ciências Biológicas (Licenciatura)
1539,6,6,6,Ciências Biológicas (Licenciatura)
1540,6,5,6,Ciências Biológicas (Licenciatura)
1541,4,4,4,Ciências Biológicas (Licenciatura)
1542,5,5,5,Ciências Biológicas (Licenciatura)
1543,3,2,3,Ciências Biológicas (Licenciatura)
1544,6,5,6,Ciências Biológicas (Licenciatura)
1545,4,4,4,Ciências Biológicas (Licenciatura)
1546,5,5,5,Ciências Biológicas (Licenciatura)
1547,6,6,6,Ciências Biológicas (Licenciatura)
1548,6,6,6,Ciências Biológicas (Licenciatura)
1549,6,5,6,Ciências Biológicas (Licenciatura)
1550,5,5,5,Ciências Biológicas (Licenciatura)
1551,6,6,6,Ciências Biológicas (Licenciatura)
1552,6,4,6,Ciências Biológicas (Licenciatura)
1553,6,6,6,Ciências Biológicas (Licenciatura)
1554,6,5,5,Ciências Biológicas (Licenciatura)
1555,6,6,6,Ciências Biológicas (Licenciatura)
1556,5,6,6,Ciências Biológicas (Licenciatura)
1557,6,6,6,Ciências Biológicas (Licenciatura)
1558,6,6,5,Ciências Biológicas (Licenciatura)
1559,6,6,6,Ciências Biológicas (Licenciatura)
1560,5,5,5,Ciências Biológicas (Licenciatura)
1561,5,6,6,Ciências Biológicas (Licenciatura)
1562,6,4,5,Ciências Biológicas (Licenciatura)
1563,5,6,6,Ciências Biológicas (Licenciatura)
1564,6,6,6,Ciências Biológicas (Licenciatura)
1565,6,5,6,Ciências Biológicas (Licenciatura)
1566,6,6,6,Ciências Biológicas (Licenciatura)
1567,6,4,6,Letras-Português (Licenciatura)
1568,6,6,6,Letras-Português (Licenciatura)
1569,6,6,6,Letras-Português (Licenciatura)
1570,6,6,6,Letras-Português (Licenciatura)
1571,4,1,3,Letras-Português (Licenciatura)
1572,5,5,5,Letras-Português (Licenciatura)
1573,6,6,6,Letras-Português (Licenciatura)
1574,6,6,6,Letras-Português (Licenciatura)
1575,6,5,5,Letras-Português (Licenciatura)
1576,6,6,6,Letras-Português (Licenciatura)
1577,6,5,5,Letras-Português (Licenciatura)
1578,6,6,6,Letras-Português (Licenciatura)
1579,6,6,6,Letras-Português (Licenciatura)
1580,6,6,6,Letras-Português (Licenciatura)
1581,5,5,6,Letras-Português (Licenciatura)
1582,2,2,4,Letras-Português (Licenciatura)
1583,6,6,6,Letras-Português (Licenciatura)
1584,5,5,5,Letras-Português (Licenciatura)
1585,6,5,6,Letras-Português (Licenciatura)
1586,6,6,6,Letras-Português (Licenciatura)
1587,6,6,6,Letras-Português (Licenciatura)
1588,3,3,3,Letras-Português (Licenciatura)
1589,6,6,6,Letras-Português (Licenciatura)
1590,6,6,5,Letras-Português (Licenciatura)
1591,6,6,6,Letras-Português (Licenciatura)
1592,6,6,6,Letras-Português (Licenciatura)
1593,6,6,6,Letras-Português (Licenciatura)
1594,6,5,5,Letras-Português (Licenciatura)
1595,5,6,6,Letras-Português (Licenciatura)
1596,6,6,6,Letras-Português (Licenciatura)
1597,6,6,6,Letras-Português (Licenciatura)
1598,5,5,6,Letras - Inglês
1599,6,5,6,Letras - Inglês
1600,5,5,5,Letras - Inglês
1601,6,6,6,Letras - Inglês
1602,5,5,5,Letras - Inglês
1603,6,6,6,Letras - Inglês
1604,5,6,6,Letras - Inglês
1605,6,6,6,Letras - Inglês
1606,6,6,6,Letras - Inglês
1607,6,6,6,Letras - Inglês
1608,6,6,6,Letras - Inglês
1609,4,5,5,Letras - Inglês
1610,5,5,5,Letras - Inglês
1611,5,5,5,Letras-Português (Licenciatura)
1612,6,6,6,Letras-Português (Licenciatura)
1613,6,6,5,Letras-Português (Licenciatura)
1614,6,6,6,Letras-Português (Licenciatura)
1615,6,6,6,Letras-Português (Licenciatura)
1616,6,6,6,Letras-Português (Licenciatura)
1617,6,5,5,Letras-Português (Licenciatura)
1618,6,6,6,Letras-Português (Licenciatura)
1619,5,5,5,Letras-Português (Licenciatura)
1620,6,6,6,Letras-Português (Licenciatura)
1621,6,5,6,Letras-Português (Licenciatura)
1622,5,5,5,Letras-Português (Licenciatura)
1623,5,6,6,Letras-Português (Licenciatura)
1624,6,5,5,Letras-Português (Licenciatura)
1625,6,6,6,Letras-Português (Licenciatura)
1626,5,5,5,Letras-Português (Licenciatura)
1627,5,6,6,Letras-Português (Licenciatura)
1628,5,5,5,Letras-Português (Licenciatura)
1629,5,5,5,Letras-Português (Licenciatura)
1630,6,6,6,Letras-Português (Licenciatura)
1631,5,6,6,Letras-Português (Licenciatura)
1632,3,6,6,Letras-Português (Licenciatura)
1633,6,6,6,Letras-Português (Licenciatura)
1634,6,6,6,Letras-Português (Licenciatura)
1635,6,6,6,Letras-Português (Licenciatura)
1636,5,6,6,Letras-Português (Licenciatura)
1637,6,6,6,Letras-Português (Licenciatura)
1638,6,6,6,Letras-Português (Licenciatura)
1639,6,6,5,Letras-Português (Licenciatura)
1640,6,6,6,Letras-Português (Licenciatura)
1641,6,6,6,Letras-Português (Licenciatura)
1642,6,5,6,Letras-Português (Licenciatura)
1643,6,6,6,Letras-Português (Licenciatura)
1644,6,5,5,Letras-Português (Licenciatura)
1645,6,5,6,Letras-Português (Licenciatura)
1646,6,6,6,Letras-Português (Licenciatura)
1647,6,5,6,Letras-Português (Licenciatura)
1648,6,6,6,Letras-Português (Licenciatura)
1649,6,6,6,Letras-Português (Licenciatura)
1650,6,6,6,Letras-Português (Licenciatura)
1651,5,6,6,Letras-Português (Licenciatura)
1652,6,6,6,Letras-Português (Licenciatura)
1653,6,5,6,Letras-Português (Licenciatura)
1654,6,6,6,Letras-Português (Licenciatura)
1655,5,5,6,Letras - Inglês
1656,4,6,5,Letras - Inglês
1657,5,6,6,Letras - Inglês
1658,6,6,6,Letras - Inglês
1659,6,6,6,Letras - Inglês
1660,5,5,4,Letras - Inglês
1661,2,6,4,Letras - Inglês
1662,6,5,5,Letras - Inglês
1663,6,6,6,Letras - Inglês
1664,2,4,4,Letras - Inglês
1665,4,4,5,Letras - Inglês
1666,4,4,4,Letras - Inglês
1667,6,6,6,Letras - Inglês
1668,6,6,6,Letras - Inglês
1669,2,2,3,Física (Licenciatura)
1670,6,3,6,Física (Licenciatura)
1671,6,6,5,Física (Licenciatura)
1672,6,6,6,Física (Licenciatura)
